GeneSymbol,logFC,t,P.Value,adj.P.Val
Bmf,-0.8051847280659254,-10.181002374383937,2.081701052713698e-18,4.2663464999520047e-16
Plp2,0.6620486405500898,10.277578551463368,2.5061853181950732e-18,4.869485525391752e-16
Gadd45a,1.0621729668220992,9.86874430030057,2.5699451408868684e-18,4.929352468308775e-16
Gstm7,-1.1390513687983859,-10.528368665493414,2.6629202274173193e-18,5.043031585112724e-16
Rps5,0.5746696629515604,10.079245465360566,2.915714323890271e-18,5.437652995866561e-16
Ifrd2,0.5112239283274471,10.133043029876127,3.0633628260746776e-18,5.589142834256494e-16
Cfl1,0.5723804014251108,9.885346088309454,3.682970706433865e-18,6.638665631199645e-16
Oat,-1.7951644868237384,-9.991333292369054,4.119936174497801e-18,7.337900607935905e-16
Josd2,0.5823607404932574,10.07165650539138,4.660773217859838e-18,8.20350918969424e-16
Wee1,0.731800986241824,10.067557760354962,5.575764653694846e-18,9.552079629943917e-16
Ppp1r14b,0.6548884714783014,10.02518092157103,5.872001414563399e-18,9.870900355425058e-16
Cmya5,-0.5536291914278024,-9.589218466258501,6.084401357214736e-18,1.011430318947663e-15
Dancr,0.6692112954543408,9.574722284542837,7.247879642045585e-18,1.131133953045462e-15
Ica1,0.863357608208295,9.958971410250953,7.824281772285086e-18,1.1944804040322161e-15
Slc2a5,-0.6601221443663494,-9.531677151159915,1.0026668254217304e-17,1.4423940745321643e-15
Prodh1,-0.6085147724207456,-10.23020597948015,1.089431718148289e-17,1.5522845652587192e-15
Ephx1,0.5400618958715135,9.537884264311101,1.2288851004283062e-17,1.7182570081783074e-15
Rps19,0.5736539314833422,9.812711224498841,1.22159535845357e-17,1.7182570081783074e-15
Csrp2,1.318045374996518,9.96759683037463,1.3207566250062838e-17,1.8276929258776837e-15
LOC100912041,0.9522669550647231,9.61530459451155,1.5305131087600537e-17,2.0628834792936183e-15
S100a10,1.2730926026171456,10.077265890438108,1.971663995743955e-17,2.5650491339413312e-15
Rack1,0.5354270243483104,9.962420216766557,2.0639476824418753e-17,2.6619587307769738e-15
Paox,0.5023972866231263,9.808600593649413,2.1404399452563245e-17,2.7370189761521257e-15
Nat1,-0.5314452736723272,-9.522641096451865,2.2618548518296894e-17,2.8677635964596597e-15
Rhbdf2,0.5607877888686854,9.758029341553994,2.327704730805881e-17,2.9020658731322324e-15
Ccnd1,0.835814700490805,9.653448126798326,3.194466674480141e-17,3.884847066337974e-15
Dmgdh,-0.5696993372035468,-9.654503225134697,3.3621048933053214e-17,4.024036104699273e-15
Pmm1,0.7221572991643663,9.80487486281001,4.8011850213110486e-17,5.6038211989798216e-15
Gsta3,1.9610276987304633,9.263123140622064,4.831849038623067e-17,5.6038211989798216e-15
Ccl2,1.1265665133515252,10.062801494750229,6.145450598420593e-17,6.861349731564962e-15
Acot4,0.7518456886017217,9.256264412115133,6.371177902524867e-17,7.060680933309226e-15
Ivd,-0.8028605238877837,-9.542222701393925,7.102874121478256e-17,7.536602817832354e-15
Pabpc4,0.7199521767074799,9.641225399733237,7.077113136204967e-17,7.536602817832354e-15
Tnfrsf12a,0.9231439830169332,9.782840457818413,7.012882629681061e-17,7.536602817832354e-15
Mtmr7,-1.0622856274761965,-9.273322267219264,7.682654413600175e-17,8.037775712019035e-15
Hexim1,-0.5334112498843524,-9.715279178138664,8.667090055109975e-17,8.95512019626855e-15
Ifrd1,1.3743198757985429,9.720481607124364,8.679182063090299e-17,8.95512019626855e-15
Fggy,-0.6395848309491168,-9.614028566256296,1.3916126434524328e-16,1.3432204360446352e-14
Gstm3,1.8578251437905786,9.440523401059146,1.5120391879916966e-16,1.4408674071046988e-14
Atp5if1,0.6049291107403318,9.219930285395938,1.5988866280760356e-16,1.504461814002866e-14
Klf6,0.9545995312423461,9.529424740394237,1.7327963432756064e-16,1.6002695118361942e-14
Impdh2,0.6478390478133189,9.510322405580029,1.9886285971873314e-16,1.8252682480073415e-14
Gucy1b2,-0.9398062092600892,-9.640717337743917,2.1373090160262897e-16,1.9262819390824893e-14
Ipo4,0.5004505725701112,9.308969405628677,2.2112682384476942e-16,1.9692133402033305e-14
Acot9,0.8645996165320469,9.387502289860292,2.4214857691044333e-16,2.1310499171512606e-14
Cpq,-0.8610733297596092,-9.632066303785821,2.543119134927224e-16,2.2016403247639172e-14
Slc66a3,1.1313296876616485,9.763289036048173,2.5458443699228506e-16,2.2016403247639172e-14
Srm,0.6751071195270919,9.337278638450934,2.62847761881944e-16,2.26003756638837e-14
Sult1c2a,-0.6120522860475486,-9.301015404546202,2.851589313153279e-16,2.4103179499483736e-14
Npdc1,0.9242949438759887,9.506608072269495,3.2876586675996803e-16,2.732592295886601e-14
Acot2,1.2095954172140626,9.417750209382731,3.698562060505456e-16,2.974956289635598e-14
Cyp2d4,-0.6167351954072924,-9.170604393632267,4.1926454618337187e-16,3.3188449076452e-14
Ccng1,1.025480367079683,9.321630443905532,5.01916971167218e-16,3.9135698388516144e-14
C2cd2,-0.5243132567965327,-9.222110163473024,5.545575860086434e-16,4.2766680640594405e-14
Neurl3,1.283931255114866,9.51073697556776,5.926457885773596e-16,4.546960842515834e-14
Abtb3,-0.6190054801644056,-8.871250304156446,6.196000645411725e-16,4.705500794721057e-14
Slc46a1,-0.6772453218028627,-9.00965668547558,6.433587285120007e-16,4.854011848949108e-14
Slc35e3,0.5272848488455262,9.117396056562123,6.896388263142707e-16,5.1331773534765195e-14
Cyp2t1,-0.7631698589870233,-9.310059896596265,8.104469562474185e-16,5.857534740298371e-14
Suox,-0.5452233895531826,-9.367390373162646,9.316151945526384e-16,6.637092821762867e-14
Slc3a2,0.7454425551101291,9.30849657551638,9.703423969997808e-16,6.815630329349165e-14
Anxa2,1.2375362035514499,9.398455593495163,1.0253442722971555e-15,7.16830638216717e-14
Npm1,0.6592394454591801,9.29009501126494,1.0402255453184702e-15,7.238518317911458e-14
Sez6,-1.7022446573930106,-9.332062420344405,1.0552330488500089e-15,7.308954464743048e-14
Dpyd,-0.6327636751431918,-9.19128706147207,1.2077997099150508e-15,8.288941036715172e-14
Hmgn3,0.7519242049320072,8.890959434821305,1.3668789335882932e-15,9.29539805700657e-14
St8sia3,-0.5282927768072119,-8.97464470231356,1.3806086490120267e-15,9.346283256954267e-14
Rhob,0.6209546084695807,8.972511370642195,1.5503078168689442e-15,1.0400966479002813e-13
LOC100911177,0.8859517510666137,9.065039702398606,1.8103170408433613e-15,1.187901458248137e-13
Asns,1.48761630394642,9.075934275194387,1.9879284838171124e-15,1.2819568123443026e-13
LOC102547700,0.8824646118174053,9.032122502739211,2.096979288181606e-15,1.3293604716307206e-13
Eef1d,0.5130214925066046,8.99666673984156,2.2137540084382848e-15,1.3919030798716444e-13
Tusc3,1.2544649273838493,8.866032328265595,2.3714969898737047e-15,1.478331936062521e-13
Ddx39a,0.7125761233818535,8.965160683549879,2.5764765218450883e-15,1.5797813624313264e-13
Por,0.5729892959867371,8.685134039699708,2.7003857313348004e-15,1.6489988133265287e-13
Acly,-0.5615463721457239,-8.622180095794764,2.9046630968157815e-15,1.7593791332575265e-13
Btg2,0.6661032508563123,8.90384027762681,2.9406799169710087e-15,1.7740125902340023e-13
Polr3g,0.7606440426283685,8.995082492750436,2.99770158015932e-15,1.8011491301511477e-13
Stmn1,0.7936540514908277,8.564264596951407,3.968042741623178e-15,2.3557891848184275e-13
Tmem120a,0.8938874300114605,8.976878369886462,4.2005748159954015e-15,2.4645019538081256e-13
Scarb2,0.6963717359070261,9.07238933014383,4.278030168045323e-15,2.500140990004925e-13
Slc19a2,-0.569903183947261,-8.882376957779268,4.732837159713094e-15,2.7444952227313023e-13
Srxn1,0.7928502966242155,9.12479883001352,4.993663331469433e-15,2.8515342405387094e-13
Pold2,0.6333472430045903,8.91618380286227,5.172586707148141e-15,2.931652143111243e-13
Tceal9,0.9820337526210459,8.896273128791027,5.484057312028754e-15,3.084472986663992e-13
Ethe1,-0.6564112631402335,-8.76652555850995,6.31731083727803e-15,3.4875751821592845e-13
Krt8,0.8534667447171014,8.850831222896428,8.833224629745004e-15,4.702984828669573e-13
Aadat,-0.5414194395834784,-8.908033310657833,1.0230730444389215e-14,5.351816719528218e-13
Gstz1,-0.5529808622254393,-9.015392040228885,1.0375040743236935e-14,5.4083966745494e-13
Manba,0.8119369851968328,8.785264281814383,1.1161525629339736e-14,5.749390791633093e-13
Timp1,0.8511381279881904,8.85326024446392,1.3796095443030535e-14,7.020523262693192e-13
Lpl,0.8010495640504747,8.632794798279637,1.5845330362422505e-14,7.902066251740103e-13
Mmp12,1.453724612592283,8.9472056180843,1.66360150230139e-14,8.268817965425613e-13
Mdm2,0.8263818076815692,8.78303922556532,1.767461548036528e-14,8.698352704004769e-13
Cystm1,0.7567271323858122,8.55280553904348,2.164220600334267e-14,1.0377853974872106e-12
Syne2,-0.5060414855661906,-8.300107463286485,2.2921627308045004e-14,1.0956244925101e-12
Tes,1.046576641430259,8.714127570017093,2.3512293224467742e-14,1.113188034592601e-12
Gpld1,-0.8116423040373864,-8.791940106506114,2.4548550655344066e-14,1.1585831746201974e-12
Cxcl16,0.6635887453580871,8.54997934975718,2.5267381083806056e-14,1.1887587685371775e-12
App,0.9173872793137825,8.611635939960733,2.545815057249203e-14,1.1939792812384115e-12
Crem,-0.5202477485885852,-8.394568488221685,2.89875457589052e-14,1.3303149450888979e-12
Atp6v1d,0.6977472839784316,8.62009965149365,3.0389523199481694e-14,1.3861513920348952e-12
Btg3,1.140075449553339,8.808495761373893,3.2355458788162376e-14,1.4615174164136045e-12
Ncl,0.5593162254585646,8.629332088178534,3.316501382885641e-14,1.490035351031594e-12
Cyp39a1,-0.5412570956484295,-8.596837952164234,3.755862064746903e-14,1.6575649660967084e-12
LOC102554026,-0.7627200149109816,-8.409637247849684,3.8739017208073917e-14,1.7011638700636208e-12
Rangrf,0.6502967438112472,8.504405853135294,3.922137291008649e-14,1.7107608166408277e-12
Gnai1,0.9402788110354372,8.758600636269911,3.919806356771144e-14,1.7107608166408277e-12
Pign,-0.5911577673428621,-8.582710600308543,5.0990907607226597e-14,2.1550140359088054e-12
Dctpp1,0.5639814999900654,8.251937448036486,5.094817887764925e-14,2.1550140359088054e-12
Nox4,-1.5776950392551612,-8.296903068996341,5.1248801327819824e-14,2.1577028279005205e-12
Rbm3,0.8660954987837766,8.420510816775144,5.312292174921445e-14,2.226252191288508e-12
Hspb1,1.1027008603040276,8.330124934084425,5.347143006033913e-14,2.2345979472981387e-12
