Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2025,Translational Elongation (GO:0006414),1/49,0.21800735103248,0.3186261284320862,0,0,4.177609427609427,6.363445371866637,RACK1
GO_Biological_Process_2025,"GPCR Sgnlng Pway, Coupled to Cyclic Nucleotide Second Messenger (GO:0007187)",1/50,0.2219269115603851,0.3211326501718156,0,0,4.092145949288806,6.1603458876211565,CCL2
GO_Biological_Process_2025,Negative Regulation of Protein Binding (GO:0032091),1/50,0.2219269115603851,0.3211326501718156,0,0,4.092145949288806,6.1603458876211565,RACK1
GO_Biological_Process_2025,Negative Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556),1/50,0.2219269115603851,0.3211326501718156,0,0,4.092145949288806,6.1603458876211565,LBP
GO_Biological_Process_2025,Neutrophil Migration (GO:1990266),1/50,0.2219269115603851,0.3211326501718156,0,0,4.092145949288806,6.1603458876211565,LGALS3
GO_Biological_Process_2025,Positive Regulation of Lymphocyte Activation (GO:0051251),1/50,0.2219269115603851,0.3211326501718156,0,0,4.092145949288806,6.1603458876211565,CCL2
GO_Biological_Process_2025,Triglyceride Metabolic Process (GO:0006641),1/50,0.2219269115603851,0.3211326501718156,0,0,4.092145949288806,6.1603458876211565,LIPC
GO_Biological_Process_2025,Regulation of Intracellular Transport (GO:0032386),1/51,0.2258270216564654,0.3225046028231222,0,0,4.01010101010101,5.966974015935645,REEP5
GO_Biological_Process_2025,Blood Vessel Morphogenesis (GO:0048514),1/51,0.2258270216564654,0.3225046028231222,0,0,4.01010101010101,5.966974015935645,ANGPTL3
GO_Biological_Process_2025,Organic Hydroxy Compound Transport (GO:0015850),1/51,0.2258270216564654,0.3225046028231222,0,0,4.01010101010101,5.966974015935645,ABCC3
GO_Biological_Process_2025,Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),1/51,0.2258270216564654,0.3225046028231222,0,0,4.01010101010101,5.966974015935645,RPL5
GO_Biological_Process_2025,Response to Glucose (GO:0009749),1/51,0.2258270216564654,0.3225046028231222,0,0,4.01010101010101,5.966974015935645,RACK1
GO_Biological_Process_2025,Positive Regulation of Leukocyte Mediated Cytotoxicity (GO:0001912),1/51,0.2258270216564654,0.3225046028231222,0,0,4.01010101010101,5.966974015935645,PVR
GO_Biological_Process_2025,Positive Regulation of Nervous System Development (GO:0051962),1/51,0.2258270216564654,0.3225046028231222,0,0,4.01010101010101,5.966974015935645,MMP12
GO_Biological_Process_2025,Myofibril Assembly (GO:0030239),1/51,0.2258270216564654,0.3225046028231222,0,0,4.01010101010101,5.966974015935645,CSRP2
GO_Biological_Process_2025,Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900024),1/52,0.2297077768169888,0.32381386602911,0,0,3.9312735195088138,5.782696221966044,S100A10
GO_Biological_Process_2025,"Regulation of Synaptic Transmission, Glutamatergic (GO:0051966)",1/52,0.2297077768169888,0.32381386602911,0,0,3.9312735195088138,5.782696221966044,CCL2
GO_Biological_Process_2025,Cholesterol Transport (GO:0030301),1/52,0.2297077768169888,0.32381386602911,0,0,3.9312735195088138,5.782696221966044,LIPC
GO_Biological_Process_2025,Determination of Left/Right Symmetry (GO:0007368),1/52,0.2297077768169888,0.32381386602911,0,0,3.9312735195088138,5.782696221966044,CITED2
GO_Biological_Process_2025,Endosome Organization (GO:0007032),1/52,0.2297077768169888,0.32381386602911,0,0,3.9312735195088138,5.782696221966044,SNX10
GO_Biological_Process_2025,Glycoprotein Metabolic Process (GO:0009100),1/52,0.2297077768169888,0.32381386602911,0,0,3.9312735195088138,5.782696221966044,MANBA
GO_Biological_Process_2025,Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:0008630),1/52,0.2297077768169888,0.32381386602911,0,0,3.9312735195088138,5.782696221966044,REXO2
GO_Biological_Process_2025,Regulation of Cell Development (GO:0060284),1/52,0.2297077768169888,0.32381386602911,0,0,3.9312735195088138,5.782696221966044,S100A10
GO_Biological_Process_2025,B Cell Differentiation (GO:0030183),1/53,0.233569272224541,0.3261015078662123,0,0,3.8554778554778553,5.606931137649977,KLF6
GO_Biological_Process_2025,Regulation of Focal Adhesion Assembly (GO:0051893),1/53,0.233569272224541,0.3261015078662123,0,0,3.8554778554778553,5.606931137649977,S100A10
GO_Biological_Process_2025,Negative Regulation of Protein Catabolic Process (GO:0042177),1/53,0.233569272224541,0.3261015078662123,0,0,3.8554778554778553,5.606931137649977,TIMP1
GO_Biological_Process_2025,Regulation of Smoothened Signaling Pathway (GO:0008589),1/53,0.233569272224541,0.3261015078662123,0,0,3.8554778554778553,5.606931137649977,RACK1
GO_Biological_Process_2025,Cellular Response to Mechanical Stimulus (GO:0071260),1/53,0.233569272224541,0.3261015078662123,0,0,3.8554778554778553,5.606931137649977,GADD45A
GO_Biological_Process_2025,Ceramide Metabolic Process (GO:0006672),1/53,0.233569272224541,0.3261015078662123,0,0,3.8554778554778553,5.606931137649977,PLPP2
GO_Biological_Process_2025,Apical Junction Assembly (GO:0043297),1/54,0.2374116024468537,0.3304104148703028,0,0,3.7825424051839143,5.43914439332398,RHOC
GO_Biological_Process_2025,Gonad Development (GO:0008406),1/54,0.2374116024468537,0.3304104148703028,0,0,3.7825424051839143,5.43914439332398,AKR1C3
GO_Biological_Process_2025,Supramolecular Fiber Organization (GO:0097435),3/339,0.2405435116474011,0.3336064384283762,0,0,1.8008100147275403,2.5658918644965163,MYO5A;RHOC;RHOB
GO_Biological_Process_2025,Rho Protein Signal Transduction (GO:0007266),1/55,0.2412348616553018,0.3336064384283762,0,0,3.7123082678638233,5.278844037828421,RHOB
GO_Biological_Process_2025,Striated Muscle Contraction (GO:0006941),1/55,0.2412348616553018,0.3336064384283762,0,0,3.7123082678638233,5.278844037828421,STAC3
GO_Biological_Process_2025,Endoplasmic Reticulum Organization (GO:0007029),1/55,0.2412348616553018,0.3336064384283762,0,0,3.7123082678638233,5.278844037828421,REEP5
GO_Biological_Process_2025,Macromolecule Biosynthetic Process (GO:0009059),2/189,0.2438580650566493,0.3356805822546548,0,0,2.1513696387645966,3.035945977250269,RPL5;PABPC4
GO_Biological_Process_2025,Regulation of Proteasomal Protein Catabolic Process (GO:0061136),1/56,0.2450391435680432,0.3356805822546548,0,0,3.644628099173554,5.125576482532065,NEURL3
GO_Biological_Process_2025,Cellular Response to Alcohol (GO:0097306),1/56,0.2450391435680432,0.3356805822546548,0,0,3.644628099173554,5.125576482532065,AKR1C3
GO_Biological_Process_2025,Cellular Response to Fibroblast Growth Factor Stimulus (GO:0044344),1/56,0.2450391435680432,0.3356805822546548,0,0,3.644628099173554,5.125576482532065,CD44
GO_Biological_Process_2025,Epidermal Cell Differentiation (GO:0009913),1/56,0.2450391435680432,0.3356805822546548,0,0,3.644628099173554,5.125576482532065,AKR1C3
GO_Biological_Process_2025,Positive Regulation of Leukocyte Chemotaxis (GO:0002690),1/56,0.2450391435680432,0.3356805822546548,0,0,3.644628099173554,5.125576482532065,CCL2
GO_Biological_Process_2025,Negative Regulation of Innate Immune Response (GO:0045824),1/57,0.2488245414130006,0.3387424442289136,0,0,3.5793650793650795,4.978922896997587,REXO2
GO_Biological_Process_2025,Cartilage Development (GO:0051216),1/57,0.2488245414130006,0.3387424442289136,0,0,3.5793650793650795,4.978922896997587,CD44
GO_Biological_Process_2025,Cellular Response to Interleukin-1 (GO:0071347),1/57,0.2488245414130006,0.3387424442289136,0,0,3.5793650793650795,4.978922896997587,CCL2
GO_Biological_Process_2025,Regulation of Blood Vessel Endothelial Cell Migration (GO:0043535),1/57,0.2488245414130006,0.3387424442289136,0,0,3.5793650793650795,4.978922896997587,GADD45A
GO_Biological_Process_2025,ERBB Signaling Pathway (GO:0038127),1/58,0.2525911479606718,0.3412127717428549,0,0,3.5163919900762006,4.8384959983786695,SLC30A10
GO_Biological_Process_2025,Negative Regulation of Protein Modification by Small Protein Conjugation or Removal (GO:1903321),1/58,0.2525911479606718,0.3412127717428549,0,0,3.5163919900762006,4.8384959983786695,RPL5
GO_Biological_Process_2025,Cellular Response to Unfolded Protein (GO:0034620),1/58,0.2525911479606718,0.3412127717428549,0,0,3.5163919900762006,4.8384959983786695,RHBDD2
GO_Biological_Process_2025,Sterol Metabolic Process (GO:0016125),1/58,0.2525911479606718,0.3412127717428549,0,0,3.5163919900762006,4.8384959983786695,ANGPTL3
GO_Biological_Process_2025,Positive Regulation of Type II Interferon Production (GO:0032729),1/58,0.2525911479606718,0.3412127717428549,0,0,3.5163919900762006,4.8384959983786695,CD276
GO_Biological_Process_2025,Cellular Response to Calcium Ion (GO:0071277),1/59,0.256339055642632,0.3432061831805793,0,0,3.4555903866248694,4.703937185372145,AKR1C3
GO_Biological_Process_2025,Renal System Development (GO:0072001),1/59,0.256339055642632,0.3432061831805793,0,0,3.4555903866248694,4.703937185372145,MMP12
GO_Biological_Process_2025,Response to Interleukin-1 (GO:0070555),1/59,0.256339055642632,0.3432061831805793,0,0,3.4555903866248694,4.703937185372145,CCL2
GO_Biological_Process_2025,Homophilic Cell Adhesion via Plasma Membrane Adhesion Molecules (GO:0007156),1/59,0.256339055642632,0.3432061831805793,0,0,3.4555903866248694,4.703937185372145,PVR
GO_Biological_Process_2025,Protein Homotetramerization (GO:0051289),1/59,0.256339055642632,0.3432061831805793,0,0,3.4555903866248694,4.703937185372145,GLS2
GO_Biological_Process_2025,Response to Endoplasmic Reticulum Stress (GO:0034976),2/196,0.2568156107552619,0.3432061831805793,0,0,2.0730065221965077,2.818038680312099,RHBDD2;ATF3
GO_Biological_Process_2025,Endomembrane System Organization (GO:0010256),2/196,0.2568156107552619,0.3432061831805793,0,0,2.0730065221965077,2.818038680312099,REEP5;SNX10
GO_Biological_Process_2025,Phosphatidylcholine Metabolic Process (GO:0046470),1/60,0.2600683562676618,0.345966123862917,0,0,3.396849854476973,4.574913980988086,LIPC
GO_Biological_Process_2025,Response to Type II Interferon (GO:0034341),1/60,0.2600683562676618,0.345966123862917,0,0,3.396849854476973,4.574913980988086,CCL2
GO_Biological_Process_2025,Positive Regulation of Cell Cycle (GO:0045787),1/60,0.2600683562676618,0.345966123862917,0,0,3.396849854476973,4.574913980988086,CITED2
GO_Biological_Process_2025,Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557),3/355,0.261980342101117,0.3479741904019836,0,0,1.7175492033739457,2.300632782777738,RPL5;CITED2;CCL2
GO_Biological_Process_2025,Protein Localization to Membrane (GO:0072657),2/199,0.2623741321223194,0.3479741904019836,0,0,2.0411271107427744,2.7309950255145217,MYO5A;S100A10
GO_Biological_Process_2025,Vesicle Organization (GO:0016050),1/61,0.2637791413086752,0.3487790764051167,0,0,3.34006734006734,4.451117734093463,SNX10
GO_Biological_Process_2025,post-Golgi Vesicle-Mediated Transport (GO:0006892),1/61,0.2637791413086752,0.3487790764051167,0,0,3.34006734006734,4.451117734093463,MYO5A
GO_Biological_Process_2025,Antiviral Innate Immune Response (GO:0140374),1/62,0.2674715018007107,0.3520633924304535,0,0,3.285146547441629,4.332261561529935,GPNMB
GO_Biological_Process_2025,Regulation of Phagocytosis (GO:0050764),1/62,0.2674715018007107,0.3520633924304535,0,0,3.285146547441629,4.332261561529935,RACK1
GO_Biological_Process_2025,Organic Cation Transport (GO:0015695),1/62,0.2674715018007107,0.3520633924304535,0,0,3.285146547441629,4.332261561529935,SLC3A2
GO_Biological_Process_2025,RNA Metabolic Process (GO:0016070),1/63,0.2711455282609312,0.3558276151652461,0,0,3.231997393287716,4.218078497375417,PABPC4
GO_Biological_Process_2025,Positive Regulation of Interleukin-8 Production (GO:0032757),1/63,0.2711455282609312,0.3558276151652461,0,0,3.231997393287716,4.218078497375417,LBP
GO_Biological_Process_2025,Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123),2/204,0.2716405416203822,0.3559427786749836,0,0,1.99009900990099,2.5936475306384104,SLC20A1;RHOC
GO_Biological_Process_2025,Positive Regulation of T Cell Differentiation (GO:0045582),1/64,0.2748013108427819,0.3574052763044515,0,0,3.180535513868848,4.108319823136149,VNN1
GO_Biological_Process_2025,Positive Regulation of Neurogenesis (GO:0050769),1/64,0.2748013108427819,0.3574052763044515,0,0,3.180535513868848,4.108319823136149,MMP12
GO_Biological_Process_2025,Positive Regulation of Phagocytosis (GO:0050766),1/64,0.2748013108427819,0.3574052763044515,0,0,3.180535513868848,4.108319823136149,CCL2
GO_Biological_Process_2025,Protein N-linked Glycosylation (GO:0006487),1/64,0.2748013108427819,0.3574052763044515,0,0,3.180535513868848,4.108319823136149,PMM1
GO_Biological_Process_2025,Monocarboxylic Acid Biosynthetic Process (GO:0072330),1/64,0.2748013108427819,0.3574052763044515,0,0,3.180535513868848,4.108319823136149,LIPC
GO_Biological_Process_2025,Regulation of Endocytosis (GO:0030100),1/65,0.2784389392137884,0.3599935397527382,0,0,3.1306818181818183,4.00275356439037,LGALS3
GO_Biological_Process_2025,Pattern Recognition Receptor Signaling Pathway (GO:0002221),1/65,0.2784389392137884,0.3599935397527382,0,0,3.1306818181818183,4.00275356439037,LBP
GO_Biological_Process_2025,Positive Regulation of T Cell Proliferation (GO:0042102),1/65,0.2784389392137884,0.3599935397527382,0,0,3.1306818181818183,4.00275356439037,CD276
GO_Biological_Process_2025,Positive Regulation of Cell Junction Assembly (GO:1901890),1/65,0.2784389392137884,0.3599935397527382,0,0,3.1306818181818183,4.00275356439037,S100A10
GO_Biological_Process_2025,Negative Regulation of Viral Process (GO:0048525),1/66,0.2820585025763683,0.3635975387193892,0,0,3.0823620823620823,3.9011631304837175,HEXIM1
GO_Biological_Process_2025,Negative Regulation of Binding (GO:0051100),1/66,0.2820585025763683,0.3635975387193892,0,0,3.0823620823620823,3.9011631304837175,RACK1
GO_Biological_Process_2025,Regulation of Protein Serine/Threonine Kinase Activity (GO:0071900),1/67,0.2856600898087258,0.3666180888294073,0,0,3.0355065809611266,3.8033460819667058,GADD45A
GO_Biological_Process_2025,Cell-Cell Junction Assembly (GO:0007043),1/67,0.2856600898087258,0.3666180888294073,0,0,3.0355065809611266,3.8033460819667058,RHOC
GO_Biological_Process_2025,Response to Molecule of Bacterial Origin (GO:0002237),1/67,0.2856600898087258,0.3666180888294073,0,0,3.0355065809611266,3.8033460819667058,LBP
GO_Biological_Process_2025,Cholesterol Metabolic Process (GO:0008203),1/68,0.2892437892552286,0.3701304126047874,0,0,2.990049751243781,3.709113016933223,ANGPTL3
GO_Biological_Process_2025,Positive Regulation of Type I Interferon Production (GO:0032481),1/68,0.2892437892552286,0.3701304126047874,0,0,2.990049751243781,3.709113016933223,GPNMB
GO_Biological_Process_2025,Skin Development (GO:0043588),1/69,0.2928096888806698,0.3741457135697447,0,0,2.9459298871063577,3.6182865561027495,AKR1C3
GO_Biological_Process_2025,Amide Biosynthetic Process (GO:0043604),1/70,0.2963578762035246,0.3781266916815774,0,0,2.9030888596105986,3.530700422312052,OTC
GO_Biological_Process_2025,Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896),2/219,0.2994045567518106,0.3809629289039444,0,0,1.8511238596821216,2.232380566234585,RACK1;AKR1C3
GO_Biological_Process_2025,Cellular Response to Reactive Oxygen Species (GO:0034614),1/71,0.2998884383134025,0.3809629289039444,0,0,2.8614718614718613,3.446198601550195,RHOB
GO_Biological_Process_2025,Positive Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436),1/71,0.2998884383134025,0.3809629289039444,0,0,2.8614718614718613,3.446198601550195,RACK1
GO_Biological_Process_2025,Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237),1/72,0.3034014618596549,0.3829324608696965,0,0,2.821027173139849,3.3646345783285243,LGALS3
GO_Biological_Process_2025,Kidney Development (GO:0001822),1/72,0.3034014618596549,0.3829324608696965,0,0,2.821027173139849,3.3646345783285243,MMP12
GO_Biological_Process_2025,Regulation of G Protein-Coupled Receptor Signaling Pathway (GO:0008277),1/72,0.3034014618596549,0.3829324608696965,0,0,2.821027173139849,3.3646345783285243,RACK1
GO_Biological_Process_2025,Monocarboxylic Acid Transport (GO:0015718),1/72,0.3034014618596549,0.3829324608696965,0,0,2.821027173139849,3.3646345783285243,ABCC3
GO_Biological_Process_2025,Negative Regulation of Transcription by RNA Polymerase II (GO:0000122),5/732,0.3036295141678486,0.3829324608696965,0,0,1.3880402519365815,1.6544704477573535,HEXIM1;GADD45A;CITED2;MAFF;ATF3
GO_Biological_Process_2025,Positive Regulation of Cell-Substrate Adhesion (GO:0010811),1/73,0.3068970331118836,0.3853850674422217,0,0,2.781705948372615,3.2858706369655613,S100A10
GO_Biological_Process_2025,Positive Regulation of Protein Transport (GO:0051222),1/73,0.3068970331118836,0.3853850674422217,0,0,2.781705948372615,3.2858706369655613,RACK1
GO_Biological_Process_2025,Regulation of DNA Replication (GO:0006275),1/73,0.3068970331118836,0.3853850674422217,0,0,2.781705948372615,3.2858706369655613,WEE1
GO_Biological_Process_2025,Myeloid Leukocyte Differentiation (GO:0002573),1/74,0.3103752378928968,0.3891936268556554,0,0,2.74346201743462,3.209777224050686,SNX10
GO_Biological_Process_2025,Gland Development (GO:0048732),1/75,0.3138361616484454,0.3924074467535642,0,0,2.7062517062517064,3.1362323637249645,CITED2
GO_Biological_Process_2025,Import Into Nucleus (GO:0051170),1/75,0.3138361616484454,0.3924074467535642,0,0,2.7062517062517064,3.1362323637249645,MMP12
GO_Biological_Process_2025,Lymphocyte Differentiation (GO:0030098),1/76,0.3172798893506643,0.3955814882916985,0,0,2.67003367003367,3.065121123308704,KLF6
GO_Biological_Process_2025,Protein Deubiquitination (GO:0016579),1/76,0.3172798893506643,0.3955814882916985,0,0,2.67003367003367,3.065121123308704,JOSD2
GO_Biological_Process_2025,Cilium Organization (GO:0044782),2/230,0.3196701323194464,0.3975850863238422,0,0,1.7608306480486933,2.008166871974629,ABLIM3;SNX10
GO_Biological_Process_2025,Cellular Response to Hypoxia (GO:0071456),1/77,0.3207065055587057,0.3975850863238422,0,0,2.6347687400318978,2.996335121708695,CITED2
GO_Biological_Process_2025,Positive Regulation of Interleukin-6 Production (GO:0032755),1/77,0.3207065055587057,0.3975850863238422,0,0,2.6347687400318978,2.996335121708695,LBP
GO_Biological_Process_2025,Positive Regulation of Lymphocyte Proliferation (GO:0050671),1/77,0.3207065055587057,0.3975850863238422,0,0,2.6347687400318978,2.996335121708695,CD276
GO_Biological_Process_2025,Apoptotic Process (GO:0006915),2/232,0.3233415604981886,0.4001094160052879,0,0,1.7453416149068324,1.9705710590679104,GADD45A;RHOB
GO_Biological_Process_2025,Regulation of Protein Binding (GO:0043393),1/78,0.3241160944299128,0.4001094160052879,0,0,2.600419782237964,2.929772078325152,RACK1
GO_Biological_Process_2025,Cellular Response to Decreased Oxygen Levels (GO:0036294),1/78,0.3241160944299128,0.4001094160052879,0,0,2.600419782237964,2.929772078325152,CITED2
GO_Biological_Process_2025,RNA Catabolic Process (GO:0006401),1/79,0.3275087398015298,0.4025916154522321,0,0,2.566951566951567,2.865335397718705,PABPC4
GO_Biological_Process_2025,Regulation of Transcription Elongation by RNA Polymerase II (GO:0034243),1/79,0.3275087398015298,0.4025916154522321,0,0,2.566951566951567,2.865335397718705,HEXIM1
GO_Biological_Process_2025,Sphingolipid Metabolic Process (GO:0006665),1/79,0.3275087398015298,0.4025916154522321,0,0,2.566951566951567,2.865335397718705,PLPP2
GO_Biological_Process_2025,Response to Tumor Necrosis Factor (GO:0034612),1/80,0.3308845249727721,0.4044658389177661,0,0,2.534330648254699,2.8029337896230078,CCL2
GO_Biological_Process_2025,Signal Transduction in Response to DNA Damage (GO:0042770),1/80,0.3308845249727721,0.4044658389177661,0,0,2.534330648254699,2.8029337896230078,GADD45A
GO_Biological_Process_2025,Protein Import Into Nucleus (GO:0006606),1/80,0.3308845249727721,0.4044658389177661,0,0,2.534330648254699,2.8029337896230078,MMP12
GO_Biological_Process_2025,Negative Regulation of Cellular Component Organization (GO:0051129),1/80,0.3308845249727721,0.4044658389177661,0,0,2.534330648254699,2.8029337896230078,LGALS3
GO_Biological_Process_2025,Positive Regulation of JNK Cascade (GO:0046330),1/81,0.3342435328543524,0.4062988146240667,0,0,2.5025252525252526,2.742480915944007,GADD45A
GO_Biological_Process_2025,Wound Healing (GO:0042060),1/81,0.3342435328543524,0.4062988146240667,0,0,2.5025252525252526,2.742480915944007,MMP12
GO_Biological_Process_2025,Protein Modification by Small Protein Removal (GO:0070646),1/81,0.3342435328543524,0.4062988146240667,0,0,2.5025252525252526,2.742480915944007,JOSD2
GO_Biological_Process_2025,Negative Regulation of Cell Cycle (GO:0045786),1/81,0.3342435328543524,0.4062988146240667,0,0,2.5025252525252526,2.742480915944007,RHOB
GO_Biological_Process_2025,Response to Insulin (GO:0032868),1/82,0.3375858460637784,0.408656550498258,0,0,2.471505175208879,2.6838950656014107,MYO5A
GO_Biological_Process_2025,Inorganic Anion Transmembrane Transport (GO:0098661),1/82,0.3375858460637784,0.408656550498258,0,0,2.471505175208879,2.6838950656014107,SLC20A1
GO_Biological_Process_2025,Positive Regulation of Tumor Necrosis Factor Production (GO:0032760),1/82,0.3375858460637784,0.408656550498258,0,0,2.471505175208879,2.6838950656014107,LBP
GO_Biological_Process_2025,Regulation of Interleukin-8 Production (GO:0032677),1/83,0.3409115467213686,0.4109747473578981,0,0,2.4412416851441243,2.627098856469418,LBP
GO_Biological_Process_2025,Regulation of Protein Kinase Activity (GO:0045859),1/83,0.3409115467213686,0.4109747473578981,0,0,2.4412416851441243,2.627098856469418,REXO2
GO_Biological_Process_2025,Protein Tetramerization (GO:0051262),1/83,0.3409115467213686,0.4109747473578981,0,0,2.4412416851441243,2.627098856469418,GLS2
GO_Biological_Process_2025,Negative Regulation of Multicellular Organismal Process (GO:0051241),2/243,0.3434420739446057,0.4121217893759468,0,0,1.6647472266915064,1.779176651073152,GPNMB;TIMP1
GO_Biological_Process_2025,Vascular Transport (GO:0010232),1/84,0.3442207165268205,0.4121217893759468,0,0,2.4117074358038213,2.572018957842433,ABCC3
GO_Biological_Process_2025,Positive Regulation of Synaptic Transmission (GO:0050806),1/84,0.3442207165268205,0.4121217893759468,0,0,2.4117074358038213,2.572018957842433,CCL2
GO_Biological_Process_2025,+ Reg of Transmembrane Receptor Prot Serine/Threonine Kinase Sgnlng Pway (GO:0090100),1/84,0.3442207165268205,0.4121217893759468,0,0,2.4117074358038213,2.572018957842433,CITED2
GO_Biological_Process_2025,Macromolecule Modification (GO:0043412),1/84,0.3442207165268205,0.4121217893759468,0,0,2.4117074358038213,2.572018957842433,MANBA
GO_Biological_Process_2025,Actomyosin Structure Organization (GO:0031032),1/85,0.3475134368660721,0.4143611784733248,0,0,2.382876382876383,2.5185858334956643,CSRP2
GO_Biological_Process_2025,Carbohydrate Metabolic Process (GO:0005975),1/85,0.3475134368660721,0.4143611784733248,0,0,2.382876382876383,2.5185858334956643,FGGY
GO_Biological_Process_2025,Positive Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),1/85,0.3475134368660721,0.4143611784733248,0,0,2.382876382876383,2.5185858334956643,LBP
GO_Biological_Process_2025,Cilium Assembly (GO:0060271),2/247,0.3507072003468257,0.4159976598521622,0,0,1.637234485630987,1.7155001728456134,ABLIM3;SNX10
GO_Biological_Process_2025,Regulation of Innate Immune Response (GO:0045088),1/86,0.3507897886854045,0.4159976598521622,0,0,2.354723707664884,2.46673350535558,REXO2
GO_Biological_Process_2025,Transport Across Blood-Brain Barrier (GO:0150104),1/86,0.3507897886854045,0.4159976598521622,0,0,2.354723707664884,2.46673350535558,ABCC3
GO_Biological_Process_2025,Integrin-Mediated Signaling Pathway (GO:0007229),1/86,0.3507897886854045,0.4159976598521622,0,0,2.354723707664884,2.46673350535558,ANGPTL3
GO_Biological_Process_2025,DNA Damage Response (GO:0006974),3/421,0.3520680547839525,0.4169478047170385,0,0,1.441473881517289,1.5047989601371212,GADD45A;RBBP8;REXO2
GO_Biological_Process_2025,Cellular Response to Tumor Necrosis Factor (GO:0071356),1/87,0.3540498524990138,0.4181615825461324,0,0,2.327225745830397,2.4163993335324085,CCL2
GO_Biological_Process_2025,Defense Response to Gram-negative Bacterium (GO:0050829),1/87,0.3540498524990138,0.4181615825461324,0,0,2.327225745830397,2.4163993335324085,LBP
GO_Biological_Process_2025,Regulation of Endothelial Cell Migration (GO:0010594),1/88,0.3572937084833981,0.4191606727711275,0,0,2.3003599210495764,2.367523811703655,RHOB
GO_Biological_Process_2025,T Cell Receptor Signaling Pathway (GO:0050852),1/88,0.3572937084833981,0.4191606727711275,0,0,2.3003599210495764,2.367523811703655,CD276
GO_Biological_Process_2025,Regulation of Type II Interferon Production (GO:0032649),1/88,0.3572937084833981,0.4191606727711275,0,0,2.3003599210495764,2.367523811703655,CD276
GO_Biological_Process_2025,Positive Regulation of Endothelial Cell Migration (GO:0010595),1/88,0.3572937084833981,0.4191606727711275,0,0,2.3003599210495764,2.367523811703655,RHOB
GO_Biological_Process_2025,Positive Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060),1/88,0.3572937084833981,0.4191606727711275,0,0,2.3003599210495764,2.367523811703655,RACK1
GO_Biological_Process_2025,Cellular Response to Hormone Stimulus (GO:0032870),1/89,0.3605214364245345,0.422380342406224,0,0,2.2741046831955924,2.32005037808893,AKR1C3
GO_Biological_Process_2025,Cytokine-Mediated Signaling Pathway (GO:0019221),2/255,0.3651558854492668,0.4272372742739748,0,0,1.5848189078002743,1.5965955911608378,CCL2;PLP2
GO_Biological_Process_2025,ERAD Pathway (GO:0036503),1/91,0.3669288252624231,0.4287376915499436,0,0,2.22334455667789,2.2290972080359737,RHBDD2
GO_Biological_Process_2025,Positive Regulation of Transcription by RNA Polymerase II (GO:0045944),6/983,0.3686480600797206,0.4301714345923575,0,0,1.23628563339794,1.2337053282302557,MMP12;KLF6;CITED2;MAFF;ATF3;S100A10
GO_Biological_Process_2025,Positive Regulation of Gene Expression (GO:0010628),3/436,0.3725507899208762,0.4341458538544611,0,0,1.3904668936453894,1.3729218456655183,RPL5;CITED2;CCL2
GO_Biological_Process_2025,Organelle Organization (GO:0006996),3/437,0.3739127987780289,0.435152844383485,0,0,1.3871917905838758,1.3646258799313478,REEP5;CCL2;SNX10
GO_Biological_Process_2025,Regulation of Immune Response (GO:0050776),1/94,0.3764209201158763,0.436908212724138,0,0,2.1512979254914737,2.101919815261755,CD276
GO_Biological_Process_2025,Lipid Biosynthetic Process (GO:0008610),1/94,0.3764209201158763,0.436908212724138,0,0,2.1512979254914737,2.101919815261755,LIPC
GO_Biological_Process_2025,Positive Regulation of Cellular Process (GO:0048522),4/622,0.3778136061396215,0.4379430925278901,0,0,1.300026968716289,1.2653868536749353,CITED2;AKR1C3;TIMP1;REXO2
GO_Biological_Process_2025,Response to Calcium Ion (GO:0051592),1/95,0.3795535332169826,0.4393772026909177,0,0,2.1283043197936813,2.061815304518316,AKR1C3
GO_Biological_Process_2025,B Cell Activation (GO:0042113),1/96,0.3826705658807354,0.4418151579653405,0,0,2.105794790005316,2.022786046627892,KLF6
GO_Biological_Process_2025,Regulation of Actin Filament-Based Process (GO:0032970),1/96,0.3826705658807354,0.4418151579653405,0,0,2.105794790005316,2.022786046627892,RHOC
GO_Biological_Process_2025,Regulation of Organelle Organization (GO:0033043),1/97,0.3857720948428521,0.4448084576420221,0,0,2.083754208754209,1.9847936202473104,MYO5A
GO_Biological_Process_2025,Defense Response to Gram-positive Bacterium (GO:0050830),1/98,0.3888581963975129,0.4471869258571398,0,0,2.062168072477351,1.947801335478516,LBP
