Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,Sulfur metabolism,1/10,0.0489003911418304,0.3395860495960449,0,0,22.32435465768799,67.37423003045056,SUOX
KEGG_2021_Human,GABAergic synapse,2/89,0.0732536203857354,0.4454270651594553,0,0,4.647665962936899,12.148197603177868,GLS2;ABAT
KEGG_2021_Human,Selenocompound metabolism,1/17,0.0817146326715556,0.4454270651594553,0,0,12.553030303030305,31.43934295429433,KYAT3
KEGG_2021_Human,Nitrogen metabolism,1/17,0.0817146326715556,0.4454270651594553,0,0,12.553030303030305,31.43934295429433,CA3
KEGG_2021_Human,Fc gamma R-mediated phagocytosis,2/97,0.0849237360045432,0.4454270651594553,0,0,4.254564983888292,10.49176426482804,CFL1;PLPP2
KEGG_2021_Human,Other glycan degradation,1/18,0.0863099571505927,0.4454270651594553,0,0,11.81402257872846,28.942114306609312,MANBA
KEGG_2021_Human,Glycerophospholipid metabolism,2/98,0.0864201908419545,0.4454270651594553,0,0,4.210034013605442,10.308411171595903,PLA2G12A;PLPP2
KEGG_2021_Human,Lipid and atherosclerosis,3/215,0.0931481059082573,0.4454270651594553,0,0,2.87220385139078,6.817361144157757,CYP1A1;CCL2;LBP
KEGG_2021_Human,NF-kappa B signaling pathway,2/104,0.0955625544444408,0.4454270651594553,0,0,3.961184473789516,9.300759047174036,GADD45A;LBP
KEGG_2021_Human,Pantothenate and CoA biosynthesis,1/21,0.0999597740324998,0.4454270651594553,0,0,10.04040404040404,23.1229243332888,VNN1
KEGG_2021_Human,Ribosome biogenesis in eukaryotes,2/108,0.1018050719773058,0.4454270651594553,0,0,3.81093569503273,8.70682707358352,NHP2;REXO2
KEGG_2021_Human,Histidine metabolism,1/22,0.104464697819105,0.4454270651594553,0,0,9.561808561808562,21.59922753970687,UROC1
KEGG_2021_Human,Proximal tubule bicarbonate reclamation,1/23,0.1089472978360328,0.4454270651594553,0,0,9.1267217630854,20.232947516534363,GLS2
KEGG_2021_Human,Coronavirus disease,3/232,0.1104659121595449,0.4454270651594553,0,0,2.656687525323009,5.852810917325962,RPL5;RPL13;CCL2
KEGG_2021_Human,alpha-Linolenic acid metabolism,1/25,0.1178459640404217,0.4603357970328973,0,0,8.365319865319865,17.88820673407011,PLA2G12A
KEGG_2021_Human,Folate biosynthesis,1/26,0.1222622476286691,0.4631145743510196,0,0,8.030303030303031,16.876380218002918,AKR1C3
KEGG_2021_Human,Cell cycle,2/124,0.1278086254209237,0.4679616264102347,0,0,3.308464369354299,6.806243198091332,WEE1;GADD45A
KEGG_2021_Human,Butanoate metabolism,1/28,0.1310292553948657,0.4679616264102347,0,0,7.434717545828657,15.109834134055738,ABAT
KEGG_2021_Human,Linoleic acid metabolism,1/29,0.13538019382269,0.4700701174398959,0,0,7.1688311688311686,14.335283778329618,PLA2G12A
KEGG_2021_Human,beta-Alanine metabolism,1/30,0.1397095639188418,0.4719917699960873,0,0,6.921281783350749,13.622394510819325,ABAT
KEGG_2021_Human,Fructose and mannose metabolism,1/33,0.152569319997184,0.5018727631486317,0,0,6.271464646464646,11.79120788980768,PMM1
KEGG_2021_Human,Propanoate metabolism,1/34,0.1568134700259566,0.5026072757242199,0,0,6.081114172023263,11.266469699963473,ABAT
KEGG_2021_Human,Tyrosine metabolism,1/36,0.165238740567014,0.5042263904170405,0,0,5.733044733044733,10.321566994169176,GSTZ1
KEGG_2021_Human,Cell adhesion molecules,2/148,0.1692391088589375,0.5042263904170405,0,0,2.761252446183953,4.905206802489739,PVR;CD276
KEGG_2021_Human,Thyroid cancer,1/37,0.1694200671801256,0.5042263904170405,0,0,5.57351290684624,9.895070145641316,GADD45A
KEGG_2021_Human,Ferroptosis,1/41,0.1859390303366049,0.5197726635108953,0,0,5.015151515151516,8.43717221072756,SLC3A2
KEGG_2021_Human,Homologous recombination,1/41,0.1859390303366049,0.5197726635108953,0,0,5.015151515151516,8.43717221072756,RBBP8
KEGG_2021_Human,Ribosome,2/158,0.1871181588639223,0.5197726635108953,0,0,2.5829408686551543,4.329047629874819,RPL5;RPL13
KEGG_2021_Human,ABC transporters,1/45,0.2021326772791743,0.5439385087264342,0,0,4.558310376492194,7.287967841732019,ABCC3
KEGG_2021_Human,Amino sugar and nucleotide sugar metabolism,1/48,0.2140682440880332,0.5439385087264342,0,0,4.266709649688373,6.576964036635908,PMM1
KEGG_2021_Human,"Valine, leucine and isoleucine degradation",1/48,0.2140682440880332,0.5439385087264342,0,0,4.266709649688373,6.576964036635908,ABAT
KEGG_2021_Human,Sphingolipid metabolism,1/49,0.21800735103248,0.5439385087264342,0,0,4.177609427609427,6.363445371866637,PLPP2
KEGG_2021_Human,Arginine and proline metabolism,1/50,0.2219269115603851,0.5439385087264342,0,0,4.092145949288806,6.1603458876211565,PYCR1
KEGG_2021_Human,Malaria,1/50,0.2219269115603851,0.5439385087264342,0,0,4.092145949288806,6.1603458876211565,CCL2
KEGG_2021_Human,Axon guidance,2/182,0.2309319721381435,0.5508709250578799,0,0,2.235827664399093,3.276900805609977,ABLIM3;CFL1
KEGG_2021_Human,Glycosaminoglycan biosynthesis,1/53,0.233569272224541,0.5508709250578799,0,0,3.8554778554778553,5.606931137649977,CHPF
KEGG_2021_Human,Endometrial cancer,1/58,0.2525911479606718,0.5717065430288648,0,0,3.5163919900762006,4.8384959983786695,GADD45A
KEGG_2021_Human,Epstein-Barr virus infection,2/202,0.2679339282131197,0.5717065430288648,0,0,2.010204081632653,2.647468657967029,GADD45A;CD44
KEGG_2021_Human,Basal cell carcinoma,1/63,0.2711455282609312,0.5717065430288648,0,0,3.231997393287716,4.218078497375417,GADD45A
KEGG_2021_Human,Human immunodeficiency virus 1 infection,2/212,0.2864598377883567,0.5717065430288648,0,0,1.913508260447036,2.392185621773637,WEE1;CFL1
KEGG_2021_Human,Mitophagy,1/68,0.2892437892552286,0.5717065430288648,0,0,2.990049751243781,3.709113016933223,CITED2
KEGG_2021_Human,Retinol metabolism,1/68,0.2892437892552286,0.5717065430288648,0,0,2.990049751243781,3.709113016933223,CYP1A1
KEGG_2021_Human,Central carbon metabolism in cancer,1/70,0.2963578762035246,0.5717065430288648,0,0,2.9030888596105986,3.530700422312052,GLS2
KEGG_2021_Human,Melanoma,1/72,0.3034014618596549,0.5717065430288648,0,0,2.821027173139849,3.3646345783285243,GADD45A
KEGG_2021_Human,Non-small cell lung cancer,1/72,0.3034014618596549,0.5717065430288648,0,0,2.821027173139849,3.3646345783285243,GADD45A
KEGG_2021_Human,p53 signaling pathway,1/73,0.3068970331118836,0.5717065430288648,0,0,2.781705948372615,3.2858706369655613,GADD45A
KEGG_2021_Human,Inositol phosphate metabolism,1/73,0.3068970331118836,0.5717065430288648,0,0,2.781705948372615,3.2858706369655613,ISYNA1
KEGG_2021_Human,Glioma,1/75,0.3138361616484454,0.5717065430288648,0,0,2.7062517062517064,3.1362323637249645,GADD45A
KEGG_2021_Human,Chronic myeloid leukemia,1/76,0.3172798893506643,0.5717065430288648,0,0,2.67003367003367,3.065121123308704,GADD45A
KEGG_2021_Human,Metabolism of xenobiotics by cytochrome P450,1/76,0.3172798893506643,0.5717065430288648,0,0,2.67003367003367,3.065121123308704,CYP1A1
KEGG_2021_Human,Pancreatic cancer,1/76,0.3172798893506643,0.5717065430288648,0,0,2.67003367003367,3.065121123308704,GADD45A
KEGG_2021_Human,Pertussis,1/76,0.3172798893506643,0.5717065430288648,0,0,2.67003367003367,3.065121123308704,CFL1
KEGG_2021_Human,RNA degradation,1/79,0.3275087398015298,0.5717065430288648,0,0,2.566951566951567,2.865335397718705,PABPC4
KEGG_2021_Human,Chemical carcinogenesis,2/239,0.3361522419748238,0.5717065430288648,0,0,1.693188667872212,1.8458992510839436,NAT1;CYP1A1
KEGG_2021_Human,Peroxisome,1/82,0.3375858460637784,0.5717065430288648,0,0,2.471505175208879,2.6838950656014107,MPV17L
KEGG_2021_Human,Complement and coagulation cascades,1/85,0.3475134368660721,0.5717065430288648,0,0,2.382876382876383,2.5185858334956643,CFHR4
KEGG_2021_Human,Colorectal cancer,1/86,0.3507897886854045,0.5717065430288648,0,0,2.354723707664884,2.46673350535558,GADD45A
KEGG_2021_Human,Salmonella infection,2/249,0.3543299070983733,0.5717065430288648,0,0,1.6238122779476163,1.6847488521495495,S100A10;RHOB
KEGG_2021_Human,ECM-receptor interaction,1/88,0.3572937084833981,0.5717065430288648,0,0,2.3003599210495764,2.367523811703655,CD44
KEGG_2021_Human,Bile secretion,1/90,0.3637331156781473,0.5717065430288648,0,0,2.2484394506866416,2.273925239694265,ABCC3
KEGG_2021_Human,Small cell lung cancer,1/92,0.3701086437867988,0.5717065430288648,0,0,2.1988011988011986,2.185517547233266,GADD45A
KEGG_2021_Human,Rheumatoid arthritis,1/93,0.3732726494349856,0.5717065430288648,0,0,2.1747913921826965,2.143139832163484,CCL2
KEGG_2021_Human,IL-17 signaling pathway,1/94,0.3764209201158763,0.5717065430288648,0,0,2.1512979254914737,2.101919815261755,CCL2
KEGG_2021_Human,Choline metabolism in cancer,1/98,0.3888581963975129,0.5717065430288648,0,0,2.062168072477351,1.947801335478516,PLPP2
KEGG_2021_Human,mRNA surveillance pathway,1/98,0.3888581963975129,0.5717065430288648,0,0,2.062168072477351,1.947801335478516,PABPC4
KEGG_2021_Human,Hematopoietic cell lineage,1/99,0.3919289465238684,0.5717065430288648,0,0,2.0410224695938983,1.9117741389719491,CD44
KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,1/100,0.394984420817951,0.5717065430288648,0,0,2.020304050607081,1.8766785261005492,CCL2
KEGG_2021_Human,Viral protein interaction with cytokine and cytokine receptor,1/100,0.394984420817951,0.5717065430288648,0,0,2.020304050607081,1.8766785261005492,CCL2
KEGG_2021_Human,Chagas disease,1/102,0.4010498423953424,0.5717065430288648,0,0,1.98009800980098,1.8091552855878603,CCL2
KEGG_2021_Human,Pancreatic secretion,1/102,0.4010498423953424,0.5717065430288648,0,0,1.98009800980098,1.8091552855878603,PLA2G12A
KEGG_2021_Human,Protein digestion and absorption,1/103,0.4040599390731852,0.5717065430288648,0,0,1.9605862547039017,1.776667673398047,SLC3A2
KEGG_2021_Human,Toll-like receptor signaling pathway,1/104,0.4070550586365517,0.5717065430288648,0,0,1.9414533686378344,1.7449915352070269,LBP
KEGG_2021_Human,Drug metabolism,1/108,0.4188872357630098,0.5739454813601554,0,0,1.8684980647597471,1.6258801725332537,NAT1
KEGG_2021_Human,HIF-1 signaling pathway,1/109,0.4218085691393649,0.5739454813601554,0,0,1.851103628881407,1.5978794932003777,TIMP1
KEGG_2021_Human,TNF signaling pathway,1/112,0.4304856163806702,0.5739454813601554,0,0,1.8008008008008007,1.517789408820894,CCL2
KEGG_2021_Human,MAPK signaling pathway,2/294,0.4336474073221412,0.5739454813601554,0,0,1.3704221414593234,1.145019904936257,GADD45A;DUSP16
KEGG_2021_Human,Cytokine-cytokine receptor interaction,2/295,0.4353543212342684,0.5739454813601554,0,0,1.3656752803510483,1.135688800140095,TNFRSF12A;CCL2
KEGG_2021_Human,Glutamatergic synapse,1/114,0.4361985658337181,0.5739454813601554,0,0,1.768749441315813,1.4674566165007243,GLS2
KEGG_2021_Human,MicroRNAs in cancer,2/310,0.4606241899730713,0.5997710806941033,0,0,1.2981712165385637,1.006306983802624,GLS2;CD44
KEGG_2021_Human,Lysosome,1/128,0.4746313336381609,0.6087692489818923,0,0,1.572655690765927,1.171969623816576,MANBA
KEGG_2021_Human,Purine metabolism,1/129,0.4772750912018035,0.6087692489818923,0,0,1.560290404040404,1.1540879003160078,GUK1
KEGG_2021_Human,FoxO signaling pathway,1/131,0.4825231566060633,0.6092464098561405,0,0,1.5361305361305362,1.119418823893266,GADD45A
KEGG_2021_Human,Vascular smooth muscle contraction,1/133,0.487719053875974,0.6096488173449675,0,0,1.512702785430058,1.0861444222602046,PLA2G12A
KEGG_2021_Human,Yersinia infection,1/137,0.4979563925252978,0.610435492397909,0,0,1.467914438502674,1.0234927306951356,CCL2
KEGG_2021_Human,Fluid shear stress and atherosclerosis,1/139,0.502998845735877,0.610435492397909,0,0,1.4464939247547943,0.993983474661611,CCL2
KEGG_2021_Human,Measles,1/139,0.502998845735877,0.610435492397909,0,0,1.4464939247547943,0.993983474661611,RACK1
KEGG_2021_Human,Apoptosis,1/142,0.5104686592356167,0.6135440615812701,0,0,1.4155025431621175,0.9518207634132154,GADD45A
KEGG_2021_Human,Breast cancer,1/147,0.5226721271590139,0.6162018074185536,0,0,1.366680503666805,0.8867035673377484,GADD45A
KEGG_2021_Human,Phospholipase D signaling pathway,1/148,0.5250764322021929,0.6162018074185536,0,0,1.357314643028929,0.874397623216168,PLPP2
KEGG_2021_Human,Gastric cancer,1/149,0.5274687471502818,0.6162018074185536,0,0,1.348075348075348,0.8623175106205572,GADD45A
KEGG_2021_Human,mTOR signaling pathway,1/154,0.5392525329667543,0.6237203745419031,0,0,1.3036904997689311,0.8051218322041944,SLC3A2
KEGG_2021_Human,Cellular senescence,1/156,0.5438841666005395,0.6237203745419031,0,0,1.2867383512544803,0.7836480831514409,GADD45A
KEGG_2021_Human,Hepatocellular carcinoma,1/168,0.5707216454532212,0.6485473243786606,0,0,1.1935522893606727,0.6694081869063938,GADD45A
KEGG_2021_Human,Influenza A,1/172,0.5793152949258957,0.6523820888805132,0,0,1.1653966566247267,0.6361998227862873,CCL2
KEGG_2021_Human,Tuberculosis,1/180,0.5959948895695214,0.661541210278946,0,0,1.1128604480559787,0.57593108520923,LBP
KEGG_2021_Human,NOD-like receptor signaling pathway,1/181,0.5980332540921672,0.661541210278946,0,0,1.10662177328844,0.5689241221993853,CCL2
KEGG_2021_Human,RNA transport,1/186,0.6080733489730797,0.6667470931722366,0,0,1.0764400764400763,0.5354856269608474,PABPC4
KEGG_2021_Human,Transcriptional misregulation in cancer,1/192,0.6197942035221659,0.6678816848299202,0,0,1.042307895711037,0.4986065202419767,GADD45A
KEGG_2021_Human,Chemokine signaling pathway,1/192,0.6197942035221659,0.6678816848299202,0,0,1.042307895711037,0.4986065202419767,CCL2
KEGG_2021_Human,Pathogenic Escherichia coli infection,1/197,0.6292959845517696,0.6723247698202667,0,0,1.015460729746444,0.4703142614525967,MYO5A
KEGG_2021_Human,Proteoglycans in cancer,1/205,0.6440121337651465,0.6822162433952824,0,0,0.975242622301446,0.4291435319722849,CD44
KEGG_2021_Human,Regulation of actin cytoskeleton,1/218,0.6667018973168327,0.7003171190302865,0,0,0.916212819438626,0.371443913003097,CFL1
KEGG_2021_Human,Human cytomegalovirus infection,1/225,0.6783202133943429,0.7065835556191072,0,0,0.8872655122655123,0.344379519525088,CCL2
KEGG_2021_Human,Ras signaling pathway,1/232,0.6895374384771322,0.7123320645424919,0,0,0.8600725873453147,0.3197184684889406,PLA2G12A
KEGG_2021_Human,Shigellosis,1/246,0.7108229973595908,0.7283022513930233,0,0,0.8103483817769532,0.276597695305975,CD44
KEGG_2021_Human,Amyotrophic lateral sclerosis,1/364,0.8413986443361361,0.8550799231058295,0,0,0.5436458246375602,0.0938820447069887,ANXA7
KEGG_2021_Human,Herpes simplex virus 1 infection,1/498,0.920169299924047,0.9275900200847248,0,0,0.3943458732191126,0.0328086318828716,CCL2
KEGG_2021_Human,Pathways in cancer,1/531,0.9326350849096168,0.9326350849096168,0,0,0.3691633314274823,0.0257459213365119,GADD45A
